label,N,support,f1_baseline,f1_floor21,f1_gated,fp_baseline,fp_floor21,fp_gated
yad_Latn,16726,55,0.9719626168224299,0.9719626168224299,0.9719626168224299,0,0,0
yao_Latn,100000,52,1.0,1.0,1.0,0,0,0
yap_Latn,100000,58,0.9913043478260869,1.0,1.0,0,0,0
ydd_Hebr,38324,59,1.0,1.0,1.0,0,0,0
yor_Latn,100000,57,0.9421487603305785,0.9193548387096774,0.9193548387096774,7,10,10
yrk_Cyrl,1902,55,0.9814814814814815,0.9622641509433962,0.9523809523809523,0,0,0
yua_Latn,100000,59,0.9830508474576272,0.9752066115702479,0.959349593495935,1,3,5
yue_Hani,100000,59,0.9322033898305084,0.9322033898305084,0.9322033898305084,4,4,4
zam_Latn,17797,60,0.03278688524590164,0.0,0.0,0,0,0
zdj_Latn,1573,50,0.99009900990099,1.0,0.9795918367346939,1,0,0
zgh_Tfng,2897,61,0.9009009009009009,0.9009009009009009,0.9009009009009009,0,0,0
zul_Latn,100000,58,0.9032258064516129,0.896,0.896,10,11,11
zyb_Latn,13305,57,1.0,1.0,1.0,0,0,0
